,mean,q5,q95,robust
Synthesis,-0.019169649603950324,-0.14222365972759662,0.10115042135498552,False
Population Bomb,-0.01917150481109052,-0.13110258843479541,0.09409951974423267,False
Volt Tackle,-0.019400017193295153,-0.13678236210283423,0.09701844775379702,False
Rage Fist,-0.019664400987368987,-0.13443692033215351,0.09312386950786557,False
Focus Blast,-0.019893211703776458,-0.12439058069422734,0.07974226001216284,False
Minimize,-0.02011859502668229,-0.14630967315772617,0.1063963722490853,False
Rising Voltage,-0.020127973340994122,-0.13823227222540102,0.09709183951108682,False
Scale Shot,-0.020509411960022633,-0.13769569525469103,0.1012287772599951,False
Headlong Rush,-0.020586220363285643,-0.14372176987313887,0.09686906830159235,False
Focus Punch,-0.02066657008336266,-0.1492737425873426,0.10663593777377696,False
Ice Fang,-0.02103905738807984,-0.11179821038326503,0.07006421550738137,False
Blast Burn,-0.02149073225999317,-0.14891345564601532,0.10509721024312153,False
Clangorous Soul,-0.021802211799461207,-0.13759305553813933,0.09539779646491009,False
Flower Trick,-0.021958589416036473,-0.13427270972513353,0.09567051306841431,False
Solar Blade,-0.022009562817856126,-0.14852425620556325,0.10003740871899522,False
Sleep Powder,-0.022641652949132122,-0.12038974656926603,0.07461676258848048,False
Aqua Cutter,-0.02297346835909613,-0.14243497022972934,0.0958407251894274,False
Bullet Punch,-0.022979377143720968,-0.115191434465689,0.06971135792371584,False
Psychic Terrain,-0.02298761480882428,-0.14720955026439675,0.09969297858921161,False
Quash,-0.023069142874881706,-0.13348329063205794,0.08337107812268434,False
Sheer Cold,-0.02342441308575002,-0.14701789993278322,0.09793705384793737,False
Triple Axel,-0.023620592239379103,-0.13232012041799296,0.08444429804099048,False
Aurora Veil,-0.024736043284397127,-0.11977065008690574,0.07344147396570391,False
Trailblaze,-0.02523476843221891,-0.14622785053663653,0.09531836717758492,False
Hex,-0.02573476626905432,-0.14956739954477993,0.09704257628613336,False
Tailwind,-0.026852113209355332,-0.09857253662771782,0.042114007033458224,False
Dazzling Gleam,-0.02809717892717006,-0.10749227662209147,0.05043100613726442,False
Wood Hammer,-0.028207430277322657,-0.15357079338667512,0.09555891199770804,False
Glare,-0.02841769050525947,-0.15718880435296803,0.09412686940699645,False
Gigaton Hammer,-0.028419334393869757,-0.1497007975308446,0.09509110422948899,False
Follow Me,-0.028537650515921185,-0.13658930252166926,0.0819637718225057,False
Blizzard,-0.029147598094987723,-0.12533844802018515,0.06701123243966388,False
Razor Shell,-0.02927394417250155,-0.15456642185829791,0.09066724784119105,False
Beat Up,-0.02927874015185669,-0.14372757994630328,0.08735677160190275,False
Jet Punch,-0.030731668306534336,-0.15074910473622138,0.08855958412909434,False
Phantom Force,-0.031182270991158355,-0.14893127510091342,0.08057419261666235,False
Darkest Lariat,-0.031819716448260794,-0.11049014965380996,0.04846272065608687,False
Thunder Wave,-0.03204624864752232,-0.1432410064234838,0.08001659459734348,False
Dragon Darts,-0.032080581120822876,-0.1533480356982422,0.08531793464999343,False
Toxic Spikes,-0.03231121467265008,-0.15803764234453296,0.0916703055074182,False
Heavy Slam,-0.032433693945357535,-0.14992163060765698,0.08378177686679905,False
Psychic,-0.03260938321383837,-0.10378209869127256,0.037331619885796426,False
Baton Pass,-0.032884526351206575,-0.1529967068876065,0.08192336983285492,False
Twin Beam,-0.032941550179400376,-0.12191504568870838,0.04883437485782142,False
Alluring Voice,-0.03297051618393226,-0.15925018591991413,0.0856549657229915,False
Lumina Crash,-0.03336597373618605,-0.15345767605007568,0.08712577473527934,False
Sludge Wave,-0.03338218816888844,-0.16125737589557718,0.08570433657169801,False
Tickle,-0.03444463697569959,-0.13937453515329612,0.06999629504406597,False
